Node.Name,Contrast,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
Pseudomonas fragi,TreatmentCONV...TreatmentRWA,0.806855492880188,0.145775084038199,1.46793590172218,4.42147695385601,2.40788238952892,0.0170259483818435,0.0234106790250349,-4.19952290030777
Clostridium butyricum,TreatmentCONV...TreatmentRWA,0.746544178524698,-0.216509434055518,1.70959779110491,2.66697595081022,1.52932168297424,0.127889986743367,0.145529984914866,-5.55367928684365
Janthinobacterium lividum,TreatmentCONV...TreatmentRWA,0.297762081297696,-0.698365147491556,1.29388931008695,2.38628338644933,0.589723422618927,0.55609446260464,0.611703908865104,-6.50151760591527
Pseudomonas veronii,TreatmentCONV...TreatmentRWA,5.7542654911296,4.82825324447735,6.68027773778185,2.15877076563755,12.2593364107405,1.09969225330798e-25,7.25796887183265e-24,67.3803840317122
Clostridium perfringens,TreatmentCONV...TreatmentRWA,0.836631059079083,-0.142967583601065,1.81622970175923,2.12213586765013,1.68492124431427,0.0936871707821059,0.110417022707482,-5.29121286457972
Escherichia coli,TreatmentCONV...TreatmentRWA,-2.85180300923148,-3.76558723064151,-1.93801878782146,1.81808789301069,-6.15700726150779,4.49033206973403e-09,2.27970705078805e-08,11.9458691903846
Burkholderia bryophila,TreatmentCONV...TreatmentRWA,1.93625874770425,0.849394919148056,3.02312257626045,1.6808855449295,3.51464977231133,0.000553438133417979,0.000890900409892357,-0.525588876472622
Veillonella dispar,TreatmentCONV...TreatmentRWA,-1.67026112127221,-2.58684479618426,-0.753677446360163,1.45106408783975,-3.59505924560385,0.000415722890880526,0.000721866436298065,-0.378489414116092
Stenotrophomonas geniculata,TreatmentCONV...TreatmentRWA,-0.121679683943055,-1.20854351249925,0.965184144613141,1.44886766196378,-0.220870001993502,0.825436833305902,0.838135861510609,-6.56305438509302
Nitrosovibrio tenuis,TreatmentCONV...TreatmentRWA,-1.73640311334064,-2.67965357442952,-0.793152652251755,1.21975588813812,-3.63176155699503,0.0003642333004693,0.000649713454891184,-0.224457799685688
Faecalibacterium prausnitzii,TreatmentCONV...TreatmentRWA,1.59466763928443,0.524647110516452,2.6646881680524,1.16567097474601,2.94016611979633,0.00369828950500966,0.00542415794068084,-2.35806881369777
Luteibacter rhizovicinus,TreatmentCONV...TreatmentRWA,1.14842881164528,-0.0421705425354475,2.339028165826,1.05923796175358,1.90297128220091,0.0585947146111599,0.0716157623025288,-4.72733782889962
Lactobacillus helveticus,TreatmentCONV...TreatmentRWA,-3.61359278560827,-4.67049190247036,-2.55669366874618,1.02229005095273,-6.74527209232847,1.88855011790115e-10,1.38493675312751e-09,15.7340315352433
Propionibacterium acnes,TreatmentCONV...TreatmentRWA,0.15728177385393,-0.92937724093687,1.24394078864473,1.01101718637902,0.285547859440176,0.775543377634039,0.808583610436352,-6.5471669192383
Iodobacter fluviatilis,TreatmentCONV...TreatmentRWA,-1.15088407195024,-2.13524580232867,-0.166522341571811,0.981176143145159,-2.30659133409875,0.0221837563462851,0.0292825583770963,-4.06495030888173
Haemophilus parainfluenzae,TreatmentCONV...TreatmentRWA,0.515600960362415,-0.674828447932793,1.70603036865762,0.882007760941176,0.854483868063747,0.393940301080231,0.440678980869411,-6.14088072213635
Blautia producta,TreatmentCONV...TreatmentRWA,0.202817201505725,-1.25536130718096,1.66099571019241,0.868167043147175,0.274402390452642,0.784081076786766,0.808583610436352,-6.26408640918513
[Clostridium] bifermentans,TreatmentCONV...TreatmentRWA,4.38242716204921,3.10777891975442,5.657075404344,0.821708502570954,6.78294276949278,1.53297451829646e-10,1.26470397759458e-09,15.9881393884641
Acinetobacter lwoffii,TreatmentCONV...TreatmentRWA,-3.22076323715358,-4.24269334921257,-2.19883312509458,0.748402358200976,-6.21772345007039,3.26382134868438e-09,1.79510174177641e-08,12.3637077697087
Psychrobacter pulmonis,TreatmentCONV...TreatmentRWA,-1.04015547655834,-2.023876672438,-0.0564342806786768,0.706708574170244,-2.08602749560444,0.0383453970221951,0.0477508717634882,-4.54255293784015
Serratia marcescens,TreatmentCONV...TreatmentRWA,5.54595525250149,4.1842680288658,6.90764247613718,0.699953130142888,8.03512793700767,1.06258506909098e-13,2.33768715200016e-12,24.9814178259241
Bacillus flexus,TreatmentCONV...TreatmentRWA,-3.62261833490927,-4.54017504245652,-2.70506162736201,0.679242069863717,-7.78903156885581,4.65724004240884e-13,6.14755685597967e-12,23.1762235946217
