Node.Name,Contrast,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
Tetracyclines,TreatmentCONV...TreatmentRWA,0.738744922393835,-1.72064350760593,3.1981333523936,14.4629390448743,0.612870926170353,0.544476229079031,0.578505993396471,-8.06554669037479
betalactams,TreatmentCONV...TreatmentRWA,0.744735191375828,0.0871664159587321,1.40230396679292,10.4568539800118,2.31079984571143,0.0277334063369056,0.0392889923106163,-5.71827585596244
Multi-drug resistance,TreatmentCONV...TreatmentRWA,3.03232127396345,1.90394797949246,4.16069456843444,9.18864563604298,5.49875642144244,6.56719457517784e-06,2.79105769445058e-05,2.4503405275913
Aminoglycosides,TreatmentCONV...TreatmentRWA,0.547695231015089,-0.266883983332028,1.36227444536221,8.97710803517046,1.37185203423257,0.180053941178723,0.218636928574164,-7.31578303990296
MLS,TreatmentCONV...TreatmentRWA,0.018235169305699,-2.16529818209321,2.20176852070461,7.64977936851906,0.0171126071001751,0.986469065684365,0.986469065684365,-8.20540041525087
Sulfonamides,TreatmentCONV...TreatmentRWA,-0.41038663436649,-1.38828393115007,0.567510662417094,5.72830955585799,-0.863032065952554,0.396086411113744,0.448897932595576,-7.78729290876071
Cationic antimicrobial peptides,TreatmentCONV...TreatmentRWA,3.77689620578231,1.88687302552845,5.66691938603617,3.71259385468654,4.19338680295736,0.000529043056830802,0.00112421649576545,-1.46805865182425
Trimethoprim,TreatmentCONV...TreatmentRWA,-1.34924674232472,-2.36934111063472,-0.329152374014719,3.55813840216066,-2.75408304310178,0.0120316341415931,0.0185943436733712,-4.66793375927843
Phenicol,TreatmentCONV...TreatmentRWA,-1.67680787668396,-2.62546796365616,-0.728147789711762,3.0015366110779,-3.75188267532394,0.00178332985958913,0.00303166076130152,-2.59025398002844
Elfamycins,TreatmentCONV...TreatmentRWA,2.31676272048312,1.25089784863381,3.38262759233243,2.09461335368807,4.59408070343167,0.000273198968172127,0.00077406374315436,-0.697926630880556
Bacitracin,TreatmentCONV...TreatmentRWA,5.18578883166668,3.12214719655404,7.24943046677931,1.00720948919482,5.78282891704533,0.000395096590260102,0.000959520290631677,-0.187571351605384
Fosfomycin,TreatmentCONV...TreatmentRWA,-0.883640811434305,-1.66240146073536,-0.10488016213325,0.61477584414549,-3.84940626933095,0.037246612777809,0.0487071090171348,-3.81444744558962
Nitrofuran,TreatmentCONV...TreatmentRWA,3.80166550314723,2.47778654002889,5.12554446626556,0.595854804226368,6.51136468329777,0.000117859476747037,0.000400722220939926,0.980574870733115
Rifampin,TreatmentCONV...TreatmentRWA,-3.26078319754998,-4.47585537005616,-2.0457110250438,0.562296668592874,-7.2366235045153,0.00142885723008731,0.00269895254572048,-0.657021655504233
Aminocoumarins,TreatmentCONV...TreatmentRWA,3.99904063747075,3.61469479414789,4.38338648079362,0.500826463567145,23.2270197087221,6.1304781914746e-10,5.21090646275341e-09,13.5673307771688
Fluoroquinolones,TreatmentCONV...TreatmentRWA,3.41719837519023,2.9037646925285,3.93063205785195,0.213576393473678,15.3534849195803,3.28727435307375e-07,1.86278880007512e-06,7.4866576475011
Triclosan,TreatmentCONV...TreatmentRWA,3.82347749695059,3.61136256711131,4.03559242678986,0.119485464034783,42.3038889580251,5.72433073032796e-10,5.21090646275341e-09,11.905329245919
